Kennziffer;Raumeinheit;Aggregat;Arbeitslosenquote;Arbeitslosenquote;Arbeitslosenquote;Arbeitslosenquote;Arbeitslosenquote;Arbeitslosenquote;Ausländische Arbeitslose;Ausländische Arbeitslose;Ausländische Arbeitslose;Ausländische Arbeitslose;Ausländische Arbeitslose;Ausländische Arbeitslose;Ausländische Arbeitslose;Beschäftigtenquote Ausländer;Beschäftigtenquote Ausländer;Beschäftigtenquote Ausländer;Beschäftigtenquote Ausländer;Beschäftigtenquote Ausländer;Beschäftigtenquote Ausländer;Beschäftigtenquote Ausländer;Bruttoverdienst;Bruttoverdienst;Bruttoverdienst;Bruttoverdienst;Bruttoverdienst;Bruttoverdienst;Haushaltseinkommen;Haushaltseinkommen;Haushaltseinkommen;Haushaltseinkommen;Haushaltseinkommen;Haushaltseinkommen;Kaufkraft;Kaufkraft;Kaufkraft;Kaufkraft;Kaufkraft;Kaufkraft;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Einwohner
;;;2016Arbeitslosenquote;2017Arbeitslosenquote;2018Arbeitslosenquote;2019Arbeitslosenquote;2020Arbeitslosenquote;2021Arbeitslosenquote;2016Ausländische Arbeitslose;2017Ausländische Arbeitslose;2018Ausländische Arbeitslose;2019Ausländische Arbeitslose;2020Ausländische Arbeitslose;2021Ausländische Arbeitslose;2022Ausländische Arbeitslose;2016Beschäftigtenquote Ausländer;2017Beschäftigtenquote Ausländer;2018Beschäftigtenquote Ausländer;2019Beschäftigtenquote Ausländer;2020Beschäftigtenquote Ausländer;2021Beschäftigtenquote Ausländer;2022Beschäftigtenquote Ausländer;2016Bruttoverdienst;2017Bruttoverdienst;2018Bruttoverdienst;2019Bruttoverdienst;2020Bruttoverdienst;2021Bruttoverdienst;2016Haushaltseinkommen;2017Haushaltseinkommen;2018Haushaltseinkommen;2019Haushaltseinkommen;2020Haushaltseinkommen;2021Haushaltseinkommen;2016Kaufkraft;2017Kaufkraft;2018Kaufkraft;2019Kaufkraft;2020Kaufkraft;2021Kaufkraft;2016Bruttoinlandsprodukt je Einwohner;2017Bruttoinlandsprodukt je Einwohner;2018Bruttoinlandsprodukt je Einwohner;2019Bruttoinlandsprodukt je Einwohner;2020Bruttoinlandsprodukt je Einwohner;2021Bruttoinlandsprodukt je Einwohner
09371;Amberg-Sulzbach;Kreise;2,91;2,71;2,42;2,33;2,92;2,73;13,86;14,7;15,81;15,61;16,96;16,88;26,09;33,92;38,03;42,17;46,31;46,39;47,13;46,15;2.539,80;2.630,01;2.707,59;2.820,79;2.817,28;2.960,63;1.788,26;1.869,00;1.947,22;2.003,71;2.018,33;2.059,76;21.446,33;22.455,20;22.566,82;22.208,46;23.267,93;24.541,38;25,95;27,16;27,89;28,41;28,62;31,11
09372;Cham;Kreise;3,07;2,69;2,51;2,51;3,16;2,85;13,02;13,23;14,16;15,36;16,52;16,48;22,68;43,68;46,4;48,89;55,16;56;57,58;55,26;2.392,59;2.463,86;2.526,37;2.587,40;2.585,96;2.663,42;1.831,79;1.834,67;1.917,12;1.962,46;1.963,23;1.995,19;20.960,19;22.044,00;22.111,62;21.783,98;22.841,82;24.087,69;34,25;35,92;37,65;39,01;39,53;39,77
09373;Neumarkt i.d.OPf.;Kreise;2,01;1,88;1,69;1,74;2,22;2,13;12,57;15,38;16,72;16,78;17,35;18,41;26,55;38,3;41,15;45,24;50,17;52,1;53,6;52,75;2.674,90;2.743,23;2.825,57;2.912,87;2.908,21;3.031,79;1.968,33;1.991,54;2.077,27;2.069,11;2.068,47;2.102,51;22.555,64;23.717,18;23.738,60;23.382,21;24.503,53;25.672,54;37,66;39,32;39;39,03;39,58;42,05
09374;Neustadt a.d.Waldnaab;Kreise;3,56;3,28;2,91;2,83;3,31;3,04;11,48;13,18;13,2;13,82;14,01;13,11;21,59;37,4;37,14;43,34;47,92;46,74;48,95;47,55;2.520,15;2.568,92;2.672,45;2.723,33;2.709,07;2.825,66;1.756,76;1.796,71;1.875,18;1.920,16;1.931,87;1.970,29;21.259,43;22.166,78;22.243,43;21.933,97;22.947,01;24.223,31;29,79;30,81;32,51;33,34;34,27;36,81
09375;Regensburg;Kreise;2,04;1,86;1,76;1,92;2,6;2,61;18,68;20,04;22,39;24,81;24,44;24,83;32,03;47,78;49,67;52,61;56,66;58,75;59,97;58,03;2.688,76;2.763,71;2.844,85;2.912,23;2.831,41;2.958,23;1.919,67;1.980,58;2.050,87;2.075,98;2.088,65;2.128,78;24.225,57;25.311,61;25.286,38;24.875,10;25.921,86;26.977,66;24,28;24,95;25,55;26,27;25,99;27,31
09376;Schwandorf;Kreise;3,28;2,79;2,53;2,8;3,42;3,08;19,07;21,7;21,06;22,86;23,34;23,06;30,19;47,78;50,92;53,19;56,11;56,05;58,34;55,35;2.513,98;2.581,11;2.662,18;2.751,75;2.705,49;2.810,65;1.754,74;1.806,70;1.893,75;1.949,70;1.958,87;1.993,87;21.549,31;22.522,73;22.519,04;22.176,30;23.252,15;24.451,47;34,19;35,18;36,59;37,65;37,12;39,59
09377;Tirschenreuth;Kreise;4,15;3,52;3,25;3,02;3,36;3,1;13,53;14,01;13,6;14,14;13,97;14,07;27,36;30,57;32,87;40,12;44,28;45,1;47,64;46,27;2.548,41;2.618,08;2.697,76;2.778,73;2.804,44;2.879,87;1.743,43;1.833,76;1.879,39;1.963,24;1.964,31;2.003,11;20.973,65;21.872,85;22.021,18;21.710,90;22.731,11;23.950,50;33,26;34,36;36,71;40,92;40,94;46,52
09461;Bamberg, Stadt;Kreise;4,68;4,45;4,01;3,78;4,53;4,56;23,71;28,33;28,56;26,26;27,21;27,14;30,65;33,17;33,82;37,24;41,85;43,8;43,46;40,1;2.708,65;2.810,07;2.905,68;3.015,44;2.977,04;3.048,43;1.787,55;1.800,52;1.898,69;1.944,30;1.990,59;2.006,18;23.138,09;23.770,22;23.867,16;23.413,26;24.427,45;25.034,96;59,39;62,33;63,94;63,82;64,66;66,08
09462;Bayreuth, Stadt;Kreise;5,38;5,03;4,53;4,23;5,2;4,47;18,35;19,95;22,89;23,1;22,45;22,49;29,64;39,07;37,63;38,25;39,23;42,25;45,52;47,02;2.760,06;2.858,43;2.938,32;3.001,16;3.051,60;3.150,94;1.696,43;1.714,80;1.770,56;1.814,36;1.866,59;1.908,86;22.759,24;23.396,83;23.476,36;23.029,80;24.209,57;24.588,95;62,34;65,61;64,66;64,97;62,52;64,88
09463;Coburg, Stadt;Kreise;5,33;4,98;4,97;4,95;5,8;5,47;16,53;19,46;22,02;22,63;24,07;25,85;31,34;42,14;45,12;48,18;51,03;51,83;53,92;49,75;3.451,11;3.504,63;3.540,51;3.624,25;3.657,90;3.814,53;1.979,56;2.026,79;2.129,19;2.105,62;2.144,23;2.180,32;24.917,14;25.295,95;25.234,26;24.762,45;25.943,15;26.568,28;92,09;95,88;96,8;100,03;95,83;98,42
09464;Hof, Stadt;Kreise;7,03;7,06;5,8;5,64;6,69;6,08;30,31;38,71;34,72;33,81;35,48;36,18;40,4;35,74;34,74;38,33;40,8;42,96;45,39;45,57;2.463,68;2.526,47;2.615,13;2.704,41;2.687,48;2.776,74;1.652,70;1.652,99;1.722,80;1.737,42;1.805,56;1.833,66;21.029,18;22.224,00;22.212,40;21.760,55;22.867,42;23.941,38;41,75;41,98;42,77;43,8;44,19;46,25
09471;Bamberg;Kreise;2,5;2,31;2,07;2,06;2,65;2,63;10,56;11,53;14,09;14,09;12,28;12,1;17,34;43,47;45,09;49,77;54,57;57,39;62,08;58,92;2.515,32;2.586,26;2.627,42;2.684,48;2.661,36;2.752,54;1.827,67;1.864,89;1.961,59;1.982,36;1.991,17;2.035,62;22.446,67;23.341,17;23.384,04;22.991,61;24.020,96;25.173,62;25,08;25,61;26,2;27,32;27,13;27,47
09472;Bayreuth;Kreise;3,31;3,05;2,8;2,63;3,24;2,9;8,45;9,33;10,21;9,94;10,25;10,27;20,4;41,47;42,59;47,99;53,77;53,21;57,61;50,41;2.548,71;2.541,41;2.614,95;2.697,61;2.655,37;2.742,33;1.783,61;1.837,23;1.913,35;1.952,28;1.967,79;2.012,06;22.313,56;23.209,01;23.308,90;22.926,91;24.045,18;25.285,87;20,68;21,38;21,98;22,87;23,23;24,61
09473;Coburg;Kreise;3,47;3,1;3,05;3,06;3,72;3,58;9,28;10,67;11,8;12,04;12,34;12,15;17,3;42,27;45,46;49,63;54,24;55,01;58,37;54,98;2.378,98;2.448,05;2.527,03;2.595,83;2.583,47;2.667,02;2.106,11;2.084,94;1.944,69;1.998,41;2.015,42;2.058,91;23.628,95;24.369,80;24.382,81;23.938,52;25.033,09;25.915,35;25,9;26,68;27,43;28,18;27,3;29,11
09474;Forchheim;Kreise;2,93;2,71;2,49;2,4;2,95;2,95;16,21;18,99;19,31;19,32;18,53;19,14;26,52;47,26;49,38;54,04;56,39;58,22;59,92;55,72;2.679,72;2.832,66;2.896,46;2.982,98;2.994,40;3.069,19;1.948,62;1.987,40;2.073,41;2.093,61;2.112,95;2.156,44;24.124,16;24.870,78;24.950,25;24.530,40;25.553,77;26.731,73;26,13;29,46;30,81;33,8;33,22;34,68
09475;Hof;Kreise;3,46;3,09;2,85;2,88;3,66;3,43;13,3;16,9;15,61;15,47;15,38;15,37;23,25;36,32;36,08;39,64;43,29;43,85;48,57;46,84;2.593,79;2.661,52;2.720,16;2.843,66;2.883,17;3.003,49;1.756,55;1.806,47;1.868,94;1.896,86;1.918,86;1.962,22;22.096,46;22.738,20;22.772,38;22.350,24;23.357,00;24.432,22;33,47;34,27;35,36;35,95;35,65;36,82
09476;Kronach;Kreise;3,54;3,08;2,77;3,19;3,8;3,43;8,47;9,25;11,55;11,06;12,13;11,6;15,97;37,51;39,77;45,03;51,11;51,5;54,03;52,91;2.469,87;2.556,70;2.646,55;2.699,08;2.650,06;2.742,44;1.818,82;1.868,68;1.953,99;1.965,89;1.994,26;2.039,81;22.535,74;23.100,82;23.003,98;22.546,79;23.606,36;24.508,91;31,07;31,63;32,98;33,88;32,32;35,37
09477;Kulmbach;Kreise;4,08;3,81;3,44;3,32;3,81;3,48;11,23;14,08;14,72;15,29;12,85;13,08;19,47;42,35;41,26;47,91;49,76;55,95;57,15;55,43;2.632,43;2.693,87;2.747,21;2.834,68;2.867,95;2.973,58;1.871,03;1.914,87;2.018,51;2.051,89;2.072,90;2.120,11;22.231,34;23.141,31;23.215,22;22.819,34;23.926,61;25.136,95;33,45;34,28;35,42;36,11;36,53;39,23
09478;Lichtenfels;Kreise;3,87;3,48;3,3;3,37;4,12;3,62;10,27;10,88;11,64;12,51;13,72;13,39;19,28;43,38;45,02;49,41;55,08;57,49;61,39;57,56;2.542,89;2.611,72;2.688,18;2.755,91;2.712,22;2.828,07;1.762,78;1.883,80;1.930,14;1.948,60;1.957,60;1.996,86;21.772,22;22.526,38;22.551,67;22.151,67;23.264,29;24.437,52;33,75;35,49;36,55;35,65;36,09;37,45
09479;Wunsiedel i.Fichtelgebirge;Kreise;5,01;4,55;4,21;4,28;5,18;4,53;18,92;21,26;22,85;23,8;23,12;23,11;25,72;35,92;35,51;37,55;41,8;42,66;47,29;47,87;2.627,42;2.675,75;2.742,73;2.920,84;2.785,93;2.970,94;1.795,61;1.857,45;1.984,89;2.074,64;2.095,22;2.138,07;21.825,34;22.606,46;22.626,92;22.219,92;23.308,28;24.554,50;32,22;33,9;35,24;37,48;35,41;38,01
09561;Ansbach, Stadt;Kreise;4,88;4,21;3,68;3,63;4,56;3,96;30,17;29,98;32,13;32,36;34,8;31,3;36,01;48,06;50,37;53,23;58,2;58,4;62,01;59,15;2.797,16;2.870,74;2.936,36;3.038,05;3.040,72;3.139,33;1.799,21;1.771,41;1.804,60;1.859,51;1.901,21;1.940,33;23.110,98;23.903,69;23.897,96;23.428,34;24.634,49;25.408,13;56,18;58,1;58,39;59,69;59,43;63,13
09562;Erlangen;Kreise;3,86;3,89;3,68;3,52;4,07;4,09;28,73;33,64;37,22;35,06;34,1;34,87;36,9;48,75;50,82;52,67;55,38;57,72;58,01;56;3.963,67;4.009,11;4.084,32;4.193,96;4.191,77;4.265,31;1.977,24;2.042,99;2.092,80;2.106,96;2.144,93;2.182,84;26.800,97;27.414,01;27.275,42;26.815,12;27.969,92;28.681,50;87,37;89,31;97,13;100,96;103,29;104,28
09563;Fürth, Stadt;Kreise;5,98;5,33;4,86;4,84;5,73;5,57;35,83;35,72;37,2;38,87;39,11;39,76;42,18;48,25;50,39;52,92;54,98;56,2;57,7;56,98;3.054,46;3.142,25;3.201,78;3.301,80;3.280,06;3.372,51;1.910,26;1.956,17;2.011,36;1.987,83;2.019,80;2.048,97;24.963,50;25.478,22;25.355,88;24.942,40;26.050,32;26.718,44;34,12;36,08;37,67;38,28;38,34;38,82
09564;Nürnberg;Kreise;6,64;5,96;5,42;5,21;6,31;6,07;39,09;40,2;40,76;42,24;43,16;44,32;47,29;49,83;51,56;54,4;56,86;57,36;60,28;58,61;3.261,17;3.351,97;3.419,71;3.525,06;3.544,51;3.653,14;1.829,39;1.844,54;1.901,92;1.906,63;1.960,25;2.014,41;23.956,36;24.452,44;24.404,93;23.972,78;25.077,44;25.761,23;57,02;59,77;61,18;63,31;60,65;63,3
09565;Schwabach;Kreise;3,66;3,44;3,25;3,19;4,05;3,81;30,35;34,04;32,65;33,98;34,51;34,65;37,31;47,26;50,12;53,71;56,35;58,06;59,66;61,98;2.638,16;2.839,51;2.859,66;2.965,05;2.846,24;2.995,85;2.076,26;2.136,94;2.260,49;2.278,38;2.283,65;2.323,17;25.250,25;26.019,97;26.019,21;25.561,39;26.829,21;27.353,08;32,06;36,8;36,7;38,23;36,82;38,39
09571;Ansbach;Kreise;3;2,72;2,33;2,24;2,77;2,55;19,58;21,17;20,38;20,96;21,31;19,78;29,66;49,91;52,16;56,44;60,88;61,41;64,19;64,7;2.461,38;2.531,34;2.587,29;2.645,39;2.638,55;2.734,36;1.871,31;1.952,55;1.997,33;2.039,90;2.030,96;2.060,20;22.068,89;23.126,58;23.221,11;22.868,09;23.942,62;24.988,02;29,61;30,39;31,4;32,06;31,67;33,86
09572;Erlangen-Höchstadt;Kreise;2,31;2,03;1,92;1,84;2,49;2,47;20,16;19;20,3;20,79;22,1;20,55;29,53;51,49;54,65;56,92;60,54;62,55;62,1;62,74;3.075,44;3.216,81;3.323,98;3.346,60;3.263,50;3.413,28;2.080,51;2.133,69;2.340,88;2.355,72;2.360,27;2.395,37;27.067,47;27.826,67;27.912,66;27.397,54;28.635,02;29.744,24;37,71;37,75;38,54;39,07;36,27;39,29
09573;Fürth;Kreise;3,02;2,74;2,53;2,49;3,2;3,16;15,48;17,01;18,49;20,29;20,33;20,27;23,24;54;59,88;57,78;63,32;64,34;62,04;64,3;2.429,63;2.517,86;2.573,40;2.637,61;2.605,24;2.699,61;2.011,14;2.097,28;2.179,16;2.199,16;2.205,55;2.242,68;25.207,72;25.990,77;26.053,20;25.585,65;26.709,89;27.645,42;22,05;22,93;23,48;23,85;23,33;24,23
09574;Nürnberger Land;Kreise;2,69;2,53;2,4;2,3;2,93;2,69;21,41;23,12;24,09;23,95;24,58;23,5;28,1;46,99;49,7;53;56,21;58,42;61,5;60,5;2.723,61;2.771,00;2.826,14;2.903,14;2.846,17;2.974,75;2.050,88;2.101,90;2.183,29;2.217,57;2.229,72;2.274,60;25.392,32;26.042,21;26.072,29;25.599,13;26.834,17;27.641,75;30,49;31,36;31,85;32,63;31,6;33,72
09575;Neustadt a.d.Aisch-Bad Windsheim;Kreise;2,31;2,16;1,86;1,81;2,57;2,32;18,32;18,49;20,25;23,26;22,73;23,97;31,36;48,8;49,16;53,21;57,08;59,66;60,73;60,08;2.386,89;2.463,66;2.503,11;2.593,75;2.567,23;2.654,48;1.848,47;1.900,71;1.969,25;2.003,01;1.999,41;2.030,94;22.495,06;23.382,65;23.517,11;23.139,12;24.244,61;25.313,11;27,59;29,83;30,02;31,47;31,56;33,1
09576;Roth;Kreise;2,74;2,37;2,21;2,04;2,63;2,43;17,08;17,78;17,87;16,81;17,77;19;25,05;43,62;47,09;49,85;57,73;57,75;61,78;60,97;2.511,92;2.582,22;2.664,34;2.740,38;2.722,62;2.832,78;1.956,46;2.024,86;2.091,94;2.125,18;2.127,91;2.169,22;23.675,92;24.773,19;24.868,81;24.413,37;25.624,14;26.583,34;27,53;28,61;29,66;31,13;31,49;33,48
09577;Weißenburg-Gunzenhausen;Kreise;3,36;3,09;2,86;2,89;3,47;3,42;21,24;22,94;22,34;24,91;25,76;23,93;33,78;48,56;49,96;53,86;55,55;54,8;57,31;54,9;2.494,27;2.571,97;2.627,96;2.694,36;2.665,06;2.766,49;1.815,84;1.873,46;1.930,43;1.958,78;1.962,11;1.993,91;22.216,16;23.378,56;23.478,38;23.128,01;24.229,84;25.083,41;30,23;31,79;31,82;32,31;31,42;32,98
09661;Aschaffenburg, Stadt;Kreise;5,76;5,1;4,91;4,91;6,01;5,66;37,26;36,86;37,6;39,32;39,78;39,67;43,71;44,29;45,71;47,81;52,42;53,24;54,14;53,21;2.894,58;2.919,00;3.028,83;3.124,66;3.104,88;3.194,06;1.943,77;2.049,41;2.053,79;2.071,82;2.114,47;2.143,47;24.004,78;24.729,55;24.768,25;24.319,42;25.437,21;26.291,61;75,67;72,2;72,47;75,92;71,56;78,37
09662;Schweinfurt, Stadt;Kreise;6,42;6,3;5,64;6,1;6,98;6,18;28,18;33,26;33,55;33,99;35,34;35,69;38,87;36,53;36,82;39,28;45,7;46,98;49,1;50,01;3.363,59;3.474,68;3.622,02;3.714,56;3.621,63;3.762,42;1.707,10;1.727,13;1.804,82;1.856,69;1.909,40;1.929,95;21.960,88;22.673,30;22.595,35;22.205,49;23.355,65;24.047,91;97,46;104,9;104,73;102,19;94,64;98,88
09663;Würzburg, Stadt;Kreise;4,17;3,83;3,62;3,39;4,11;3,84;27,07;27,94;28,35;29,34;28,76;28,65;33,43;45,19;46,26;49,68;54,16;56,22;57,06;56,77;2.779,57;2.842,49;2.915,97;3.026,16;3.041,62;3.139,91;1.957,45;2.071,57;2.015,35;2.003,11;2.053,48;2.099,01;23.352,38;23.957,86;23.971,04;23.539,10;24.648,53;25.328,68;60,99;63,31;64,26;67,48;66,15;68,17
09671;Aschaffenburg;Kreise;3,29;2,95;2,67;2,61;3,36;3,27;26,03;25,74;26,17;26,57;26,15;26,21;34,15;46,2;47,75;50,2;52,83;53,4;54,9;53,52;2.701,53;2.778,53;2.869,86;2.981,30;2.972,52;3.060,53;1.953,27;1.994,97;2.078,35;2.109,56;2.128,84;2.176,00;24.311,92;25.084,43;25.100,26;24.619,54;25.717,34;26.907,24;30,8;32,87;33,9;34,8;33,62;34,69
09672;Bad Kissingen;Kreise;3,83;3,27;2,87;2,96;3,5;3,28;14,22;14,99;15,96;16,87;17,1;17,33;24,53;37,68;42,24;48,06;52,12;52,83;55,53;53,79;2.426,81;2.495,80;2.550,70;2.626,28;2.622,01;2.712,12;1.802,76;1.869,88;1.968,37;2.018,45;2.036,87;2.074,47;22.279,23;23.100,95;23.089,71;22.709,15;23.778,17;24.893,59;30,94;31,34;32,56;33,51;33,77;34,96
09673;Rhön-Grabfeld;Kreise;3,08;2,62;2,39;2,48;3,12;2,8;12,32;14,82;13,85;13,58;13,95;12,69;21,17;33,25;38,09;43,35;48,2;48,98;51,19;50,03;2.651,81;2.723,46;2.812,46;2.878,18;2.827,39;2.952,74;1.815,27;1.865,73;1.925,04;1.978,13;1.996,67;2.049,57;21.565,57;22.638,57;22.623,01;22.255,84;23.335,05;24.551,13;36,44;38,35;41,28;42,18;42,89;44,28
09674;Haßberge;Kreise;3,17;2,73;2,4;2,64;3,28;2,91;11,84;11,61;10,19;12,84;13,37;13,01;15,28;34,48;38,26;44,9;51,65;52,08;55,71;52,37;2.416,89;2.476,10;2.562,65;2.611,95;2.575,29;2.708,63;1.759,63;1.810,50;1.891,10;1.932,65;1.952,68;1.994,57;21.292,41;22.189,00;22.141,24;21.782,61;22.818,63;24.072,35;30,27;31,04;32,29;32,99;32,99;33,46
09675;Kitzingen;Kreise;2,78;2,54;2,18;2,13;2,7;2,47;23,28;24,37;22,77;23,82;23,28;23,55;33,39;49,31;51,38;56,38;61,26;59,18;61,79;62,53;2.545,01;2.660,53;2.642,05;2.725,00;2.735,11;2.844,58;1.884,80;1.935,44;1.998,05;2.030,33;2.017,64;2.055,07;22.373,39;23.304,91;23.349,92;22.961,83;24.076,95;24.982,57;34,5;36,78;35,13;36,97;36,13;37,89
09676;Miltenberg;Kreise;3,1;2,86;2,67;2,77;3,51;3,24;27;27,69;28,32;29,71;28,88;29,96;34,49;45,61;48,23;50,98;53,21;53,41;55,28;55,48;2.618,17;2.676,23;2.719,87;2.829,66;2.766,16;2.882,07;1.840,19;1.909,84;1.998,20;1.984,95;2.008,23;2.050,25;22.569,43;23.340,83;23.310,44;22.879,56;23.969,85;25.067,65;32,76;33,79;34,66;34,9;35,4;38,4
09677;Main-Spessart;Kreise;2,27;1,97;1,8;1,75;2,52;2,2;17,94;17,05;16,97;18,41;21,64;20,84;22,49;48,16;51,47;54,84;57,62;57,62;58,57;59;2.904,33;2.992,17;3.054,62;3.137,66;3.093,84;3.247,83;1.850,81;1.923,11;1.987,30;2.020,17;2.043,44;2.095,12;22.836,51;23.723,74;23.792,23;23.370,28;24.512,37;25.825,12;34,3;35,81;37,01;37,98;37,55;40,87
09678;Schweinfurt;Kreise;3,09;2,55;2,28;2,35;2,77;2,54;18,08;17,18;17,8;16,03;16,35;17,43;24,27;40,92;44,5;48,83;49,65;49,15;50,59;45,68;2.332,02;2.358,40;2.426,86;2.523,70;2.536,90;2.641,66;1.814,99;1.878,45;1.965,34;1.960,51;1.977,86;2.014,90;22.545,29;23.279,09;23.302,16;22.913,85;24.037,98;25.120,86;21,05;21,87;22,44;22,85;22,43;23,45
09679;Würzburg;Kreise;2,27;2,1;1,89;1,86;2,35;2,23;17,54;19,51;19,58;19,55;20,76;20,58;23,44;43,55;47,09;51,38;54,98;58,26;59,26;59,08;2.510,18;2.600,19;2.686,78;2.766,94;2.766,17;2.886,25;1.874,79;1.944,54;2.003,54;2.043,68;2.057,27;2.100,85;23.478,98;24.415,40;24.478,57;24.079,82;25.199,42;26.338,49;27,61;28,55;28,79;29,52;28,88;29,99
09761;Augsburg, Stadt;Kreise;6,01;5,41;4,97;4,9;6,17;5,9;36,09;37,29;38,93;39,44;40,31;39,71;43,08;48,29;50,46;53,01;55,26;55,83;57,97;57,3;3.053,87;3.148,13;3.230,24;3.317,73;3.276,01;3.353,49;1.602,32;1.656,29;1.707,54;1.749,58;1.792,14;1.826,03;23.097,55;23.673,04;23.659,07;23.309,04;24.378,97;25.024,01;47,26;47,66;49,13;50,9;48,73;49,72
09762;Kaufbeuren;Kreise;5,64;4,65;4,2;3,91;4,49;4,11;22,35;23,92;26,36;26;27,59;27,01;35,2;47,91;49,99;53,44;56,77;57,4;59;58,39;2.502,97;2.596,64;2.668,48;2.783,52;2.765,43;2.877,87;1.814,74;1.907,30;2.078,71;2.008,04;2.027,37;2.048,96;23.133,03;23.881,13;24.047,85;23.699,13;24.876,85;25.754,60;36,6;37,23;38,98;37,77;36,94;38,72
09763;Kempten (Allgäu);Kreise;4,36;3,74;3,36;3,18;4,19;3,78;29,05;28,72;29,71;30,09;30,81;30,47;34,5;47,71;48,56;51,91;55,64;57,67;59,18;58,63;2.667,42;2.759,85;2.858,07;2.963,96;2.941,04;3.051,37;1.777,11;1.828,75;1.875,37;1.927,13;1.959,57;1.998,06;23.809,16;24.053,42;24.161,70;23.749,57;24.956,63;25.351,72;53,53;52,82;52,58;55,03;51,21;53,73
09764;Memmingen;Kreise;4,16;3,48;3,12;3,21;4,28;3,65;31,39;32,06;33,2;35,08;40,22;37,73;41,94;50,87;54,03;55,74;58,49;58,37;59,9;59,29;2.783,84;2.867,80;2.934,26;3.038,62;3.008,11;3.127,06;2.210,65;2.275,87;2.392,28;2.241,05;2.226,08;2.249,64;23.823,63;24.995,33;25.030,90;24.621,31;25.907,35;26.937,47;58,52;59,59;60,64;62,22;61,2;64,48
09771;Aichach-Friedberg;Kreise;2,54;2,2;2,05;2,06;2,61;2,6;19,62;22,36;23,33;22,8;21,46;21,83;29,87;47,4;50,68;53,33;56,3;57,69;60,41;57,15;2.418,53;2.491,32;2.562,29;2.654,62;2.637,00;2.742,54;2.053,89;2.149,58;2.173,96;2.197,61;2.192,88;2.238,06;25.383,27;25.899,77;25.964,25;25.546,72;26.685,85;27.482,52;25,86;26,8;27,84;28,5;28,67;30,91
09772;Augsburg;Kreise;2,8;2,53;2,37;2,38;3,01;2,85;21,24;22,9;23,6;23,84;25,15;23,45;29,94;48,49;50,89;53,87;56,76;57,88;59,55;58,32;2.621,70;2.702,40;2.765,44;2.849,78;2.818,38;2.931,27;2.000,44;2.085,00;2.128,63;2.134,32;2.129,48;2.164,03;25.236,81;25.711,27;25.771,46;25.343,04;26.567,76;27.423,65;28,53;29,44;30,79;31,63;31,51;33,15
09773;Dillingen a.d.Donau;Kreise;2,3;2,09;1,78;1,85;2,53;2,46;22,38;23,27;22,63;24,09;24,96;26,35;32,49;47,92;49,25;51,52;55,01;55,9;58,18;57,75;2.642,16;2.681,22;2.783,26;2.836,28;2.824,61;2.931,05;1.948,51;2.008,04;2.107,27;2.137,11;2.123,75;2.152,28;23.137,31;24.029,09;24.008,67;23.631,41;24.719,67;25.705,52;33,1;34,38;35,57;35,8;37,29;38,45
09774;Günzburg;Kreise;2,48;2,21;1,87;1,94;2,67;2,35;25,27;27,46;26,92;25,67;28,76;27,93;30,71;54,04;56,99;59,25;61,46;61,3;62,26;64,87;2.690,02;2.759,52;2.819,02;2.896,38;2.864,54;2.987,04;1.953,96;1.998,05;2.070,90;2.108,86;2.102,37;2.130,16;22.935,65;23.890,42;23.908,18;23.533,61;24.703,71;25.506,35;42,76;46,39;45,49;47,77;47,07;49,4
09775;Neu-Ulm;Kreise;2,52;2,3;2,08;2,19;3,24;2,81;25,18;25,89;27,56;29,45;31,8;30,08;33,39;51,55;53,98;56,79;60,11;60,86;61,52;61,62;2.915,46;3.004,81;3.053,20;3.118,80;3.075,82;3.171,84;1.951,41;1.998,65;2.086,48;2.086,17;2.094,90;2.130,71;24.043,75;24.562,97;24.545,81;24.110,44;25.316,82;26.197,74;36,8;38,03;39,17;39,49;37,7;38,12
09776;Lindau (Bodensee);Kreise;2,69;2,43;2,36;2,35;3,23;2,86;27,1;29,22;29,83;33,94;31,46;29,43;33,09;51,95;55,62;57,09;59,5;58,23;60,75;59,59;2.877,65;2.937,48;3.011,38;3.081,09;3.032,42;3.111,55;2.133,02;2.151,94;2.181,52;2.184,94;2.194,01;2.232,45;23.677,43;24.391,94;24.478,78;24.086,54;25.289,52;26.370,87;36,28;36,95;38,07;39,23;37,67;38,71
09777;Ostallgäu;Kreise;2,74;2,41;2,21;2,16;2,89;2,76;22,33;20,51;21,57;22,38;24,29;23,17;29,33;52,49;54,51;57,3;61,13;61,55;63,04;61,08;2.739,98;2.813,08;2.908,97;2.986,05;2.935,25;3.071,30;1.888,62;1.982,34;2.069,32;2.079,68;2.065,63;2.091,44;23.262,60;24.012,71;24.143,02;23.810,46;24.907,93;26.021,79;33,79;34,69;36,12;37,7;37,3;37,84
